web-scraper-order,web-scraper-start-url,name,school,image-src,link,link-href
"1668780728-7758","https://www.edx.org/search?tab=course&subject=Social+Sciences","AP® Psychology - Course
2: How the Brain Works","UBCx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","AP® Psychology - Course
2: How the Brain Works…Schools and Partners: UBCx…Course","https://www.edx.org/course/ap-psychology-course-2-how-the-brain-works?index=product_value_experiment_a&queryID=489889b26dac146c8a41e76fd114d7f8&position=19"
"1668780728-7759","https://www.edx.org/search?tab=course&subject=Social+Sciences","Financial Regulation:
From the Global Financial Crisis to Fintech and the…","MITx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Financial Regulation:
From the Global Financial Crisis to Fintech and the……Schools and Partners: MITx…Course","https://www.edx.org/course/financial-regulation-from-the-global-financial-crisis-to-fintech-and-the-covid-pandemic?index=product_value_experiment_a&queryID=489889b26dac146c8a41e76fd114d7f8&position=20"
"1668780728-7760","https://www.edx.org/search?tab=course&subject=Social+Sciences","Changing Behaviour for
Sustainable Development","SDGAcademyX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Changing Behaviour for
Sustainable Development…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/behaviour-change?index=product_value_experiment_a&queryID=489889b26dac146c8a41e76fd114d7f8&position=21"
"1668780728-7761","https://www.edx.org/search?tab=course&subject=Social+Sciences","Contemporary Issues in
World Politics","FedericaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Contemporary Issues in
World Politics…Schools and Partners: FedericaX…Course","https://www.edx.org/course/contemporary-issues-in-world-politics?index=product_value_experiment_a&queryID=489889b26dac146c8a41e76fd114d7f8&position=22"
"1668780728-7762","https://www.edx.org/search?tab=course&subject=Social+Sciences","UX Prototyping","HECMontrealX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","UX Prototyping…Schools and Partners: HECMontrealX…Course","https://www.edx.org/course/ux-prototyping?index=product_value_experiment_a&queryID=489889b26dac146c8a41e76fd114d7f8&position=23"
"1668780728-7763","https://www.edx.org/search?tab=course&subject=Social+Sciences","Community Engagement:
Collaborating for Change","MichiganX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Community Engagement:
Collaborating for Change…Schools and Partners: MichiganX…Course","https://www.edx.org/course/community-engagement-collaborating-for-change?index=product_value_experiment_a&queryID=489889b26dac146c8a41e76fd114d7f8&position=24"
"1668780728-7764","https://www.edx.org/search?tab=course&subject=Social+Sciences","Global Politics","FedericaX","https://prod-discovery.edx-cdn.org/media/course/image/9dfa5126-51e2-4d67-ab49-9e2268d80a1f-b80f2eaf88ab.jpg","Global Politics…Schools and Partners: FedericaX…Course","https://www.edx.org/course/global-politics?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=1"
"1668780728-7765","https://www.edx.org/search?tab=course&subject=Social+Sciences","Feeding a Hungry Planet:
Agriculture, Nutrition and Sustainability","SDGAcademyX","https://prod-discovery.edx-cdn.org/media/course/image/156c045f-5815-4038-bfd5-c0e044fe8c29-d65df2c5cdd4.jpg","Feeding a Hungry Planet:
Agriculture, Nutrition and Sustainability…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/feeding-a-hungry-planet-agriculture-nutrition-and?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=2"
"1668780728-7766","https://www.edx.org/search?tab=course&subject=Social+Sciences","UX Data Analysis","HECMontrealX","https://prod-discovery.edx-cdn.org/media/course/image/df0769a9-8b89-44ae-b223-4e9de3905b38-b5f92c09ad8d.png","UX Data Analysis…Schools and Partners: HECMontrealX…Course","https://www.edx.org/course/ux-data-analysis?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=3"
"1668780728-7767","https://www.edx.org/search?tab=course&subject=Social+Sciences","¿Cómo hacer uso
responsable de la inteligencia artificial?","IDBx","https://prod-discovery.edx-cdn.org/media/course/image/93cf5002-31b0-494e-ab1b-40b0a28bd4c3-d89e18d8df29.jpeg","¿Cómo hacer uso
responsable de la inteligencia artificial?…Schools and Partners: IDBx…Course","https://www.edx.org/course/como-hacer-uso-responsable-de-la-inteligencia-artificial?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=4"
"1668780728-7768","https://www.edx.org/search?tab=course&subject=Social+Sciences","Administración pública y
fiscal: cómo se gestiona un gobierno","IDBx","https://prod-discovery.edx-cdn.org/media/course/image/e4f36ec0-b44d-491c-af73-5963d5068242-8cb79ed772f0.jpg","Administración pública y
fiscal: cómo se gestiona un gobierno…Schools and Partners: IDBx…Course","https://www.edx.org/course/administracion-publica-y-fiscal-como-se-gestiona-u?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=5"
"1668780728-7769","https://www.edx.org/search?tab=course&subject=Social+Sciences","Understanding Poverty
and Inequality","SDGAcademyX","https://prod-discovery.edx-cdn.org/media/course/image/7c6cf108-a32b-4f25-911b-e5693988abe2-4bbb0429b101.jpeg","Understanding Poverty
and Inequality…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/understanding-poverty-and-inequality?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=6"
"1668780728-7770","https://www.edx.org/search?tab=course&subject=Social+Sciences","Policy for Science,
Technology and Innovation","MITx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Policy for Science,
Technology and Innovation…Schools and Partners: MITx…Course","https://www.edx.org/course/policy-for-science-technology-and-innovation?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=7"
"1668780728-7771","https://www.edx.org/search?tab=course&subject=Social+Sciences","Psicología positiva:
felicidad, cultura y memes","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Psicología positiva:
felicidad, cultura y memes…Schools and Partners: URosarioX…Course","https://www.edx.org/course/psicologia-positiva-felicidad-cultura-y-memes?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=8"
"1668780728-7772","https://www.edx.org/search?tab=course&subject=Social+Sciences","Protecting Children in
Humanitarian Settings","ColumbiaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Protecting Children in
Humanitarian Settings…Schools and Partners: ColumbiaX…Course","https://www.edx.org/course/protecting-children-in-humanitarian-settings?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=9"
"1668780728-7773","https://www.edx.org/search?tab=course&subject=Social+Sciences","Tools for Academic
Engagement in Public Policy","MITx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Tools for Academic
Engagement in Public Policy…Schools and Partners: MITx…Course","https://www.edx.org/course/tools-for-academic-engagement-in-public-policy?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=10"
"1668780728-7774","https://www.edx.org/search?tab=course&subject=Social+Sciences","Leer y escribir en la
universidad","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Leer y escribir en la
universidad…Schools and Partners: URosarioX…Course","https://www.edx.org/course/leer-y-escribir-en-la-universidad?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=11"
"1668780728-7775","https://www.edx.org/search?tab=course&subject=Social+Sciences","Contemporary China: The
People's Republic, Taiwan, and Hong Kong","HarvardX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Contemporary China: The
People's Republic, Taiwan, and Hong Kong…Schools and Partners: HarvardX…Course","https://www.edx.org/course/contemporary-china-the-peoples-republic-taiwan-and?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=12"
"1668780728-7776","https://www.edx.org/search?tab=course&subject=Social+Sciences","Doing Gender and Why it
Matters","HKUx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Doing Gender and Why it
Matters…Schools and Partners: HKUx…Course","https://www.edx.org/course/doing-gender-and-why-it-matters?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=13"
"1668780728-7777","https://www.edx.org/search?tab=course&subject=Social+Sciences","Age of Sustainable
Development","SDGAcademyX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Age of Sustainable
Development…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/age-of-sustainable-development?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=14"
"1668780728-7778","https://www.edx.org/search?tab=course&subject=Social+Sciences","Planetary Boundaries","SDGAcademyX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Planetary Boundaries…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/planetary-boundaries?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=15"
"1668780728-7779","https://www.edx.org/search?tab=course&subject=Social+Sciences","Rethink the City: New
approaches to Global and Local Urban Challenges","DelftX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Rethink the City: New
approaches to Global and Local Urban Challenges…Schools and Partners: DelftX…Course","https://www.edx.org/course/rethink-the-city-new-approaches-to-global-and-lo-2?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=16"
"1668780728-7780","https://www.edx.org/search?tab=course&subject=Social+Sciences","Fundamentals of
Macroeconomics","UC3Mx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Fundamentals of
Macroeconomics…Schools and Partners: UC3Mx…Course","https://www.edx.org/course/fundamentals-of-macroeconomics?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=17"
"1668780728-7781","https://www.edx.org/search?tab=course&subject=Social+Sciences","Líderes para la gestión en
seguridad ciudadana y justicia","IDBx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Líderes para la gestión en
seguridad ciudadana y justicia…Schools and Partners: IDBx…Course","https://www.edx.org/course/lideres-para-la-gestion-en-seguridad-ciudadana-y-j?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=18"
"1668780728-7782","https://www.edx.org/search?tab=course&subject=Social+Sciences","AP® Psychology - Course
4: How Behavior Works","UBCx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","AP® Psychology - Course
4: How Behavior Works…Schools and Partners: UBCx…Course","https://www.edx.org/course/ap-psychology-course-4-how-behavior-works?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=19"
"1668780728-7783","https://www.edx.org/search?tab=course&subject=Social+Sciences","Lessons from Ebola:
Preventing the Next Pandemic","HarvardX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Lessons from Ebola:
Preventing the Next Pandemic…Schools and Partners: HarvardX…Course","https://www.edx.org/course/lessons-from-ebola-preventing-the-next-pandemic?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=20"
"1668780728-7784","https://www.edx.org/search?tab=course&subject=Social+Sciences","Supporting Employee
Wellbeing","UCx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Supporting Employee
Wellbeing…Schools and Partners: UCx…Course","https://www.edx.org/course/supporting-wellbeing?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=21"
"1668780728-7785","https://www.edx.org/search?tab=course&subject=Social+Sciences","China and Communism","HarvardX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","China and Communism…Schools and Partners: HarvardX…Course","https://www.edx.org/course/china-and-communism?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=22"
"1668780728-7786","https://www.edx.org/search?tab=course&subject=Social+Sciences","Cities and the Challenge
of Sustainable Development","SDGAcademyX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Cities and the Challenge
of Sustainable Development…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/cities-and-the-challenge-of-sustainable-developmen?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=23"
"1668780728-7787","https://www.edx.org/search?tab=course&subject=Social+Sciences","INSPIRE: Seven Strategies
for Ending Violence Against Children","ColumbiaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","INSPIRE: Seven Strategies
for Ending Violence Against Children…Schools and Partners: ColumbiaX…Course","https://www.edx.org/course/inspire?index=product_value_experiment_a&queryID=019a972aa07b12e59f67c8ca5633887a&position=24"
"1668780728-7788","https://www.edx.org/search?tab=course&subject=Social+Sciences","Discover Political Science","LouvainX","https://prod-discovery.edx-cdn.org/media/course/image/8203b2ca-f5db-4a16-ae2b-02ca1df8aa2a-3f6371f2c5a4.jpg","Discover Political Science…Schools and Partners: LouvainX…Course","https://www.edx.org/course/discover-political-science-2?index=product_value_experiment_a&queryID=ecbf9b424a34eaab7d100b2236ccf4e3&position=1"
"1668780728-7789","https://www.edx.org/search?tab=course&subject=Social+Sciences","Communication Skills for
Dialoguing Across Difference","CatalystX","https://prod-discovery.edx-cdn.org/media/course/image/ef500aad-8918-4ed4-83a2-b6c08188f01e-62f53e9151b2.png","Communication Skills for
Dialoguing Across Difference…Schools and Partners: CatalystX…Course","https://www.edx.org/course/communication-skills-for-dialoguing-across-difference?index=product_value_experiment_a&queryID=ecbf9b424a34eaab7d100b2236ccf4e3&position=2"
"1668780728-7790","https://www.edx.org/search?tab=course&subject=Social+Sciences","Design Thinking y ODS:
creando soluciones innovadoras","URosarioX","https://prod-discovery.edx-cdn.org/media/course/image/f4d79e6c-68b3-44ea-ae8d-ee995e2b1282-848a0d4cc8f5.jpeg","Design Thinking y ODS:
creando soluciones innovadoras…Schools and Partners: URosarioX…Course","https://www.edx.org/course/design-thinking-y-ods-creando-soluciones-innovadoras?index=product_value_experiment_a&queryID=ecbf9b424a34eaab7d100b2236ccf4e3&position=3"
