web-scraper-order,web-scraper-start-url,name,description,image-src,link,link-href,rating,review-count
"1668875186-46455","https://www.udacity.com/courses/all?field=career","Product Manager Interview Preparation","Ace your product management interview by understanding how to answer key strategic, technical, and practical product questions.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/ud034-catalog-image.jpg","freeProduct Manager Interview PreparationAce your product management interview by understanding how to answer key strategic, technical, and practical product questions.Skills CoveredProduct Management, Interview Preparation, Career Advancement, Product Strategy, Technical InterviewView more +Program Detailsbeginner1 WeekProgram Details","https://www.udacity.com/course/product-manager-interview-preparation--ud034","null","null"
"1668875186-46456","https://www.udacity.com/courses/all?field=career","Craft Your Cover Letter","Write a compelling narrative that showcases your value to the company.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud244.jpg","freeCraft Your Cover LetterWrite a compelling narrative that showcases your value to the company.Skills CoveredCreating a narrative, Targeting your pitch, Communicating value, Career AdvancementView more +Program Detailsbeginner1 DayProgram Details","https://www.udacity.com/course/craft-your-cover-letter--ud244","null","null"
"1668875186-46457","https://www.udacity.com/courses/all?field=career","Refresh Your Resume","Create a targeted resume that gets the attention of recruiters and lands you an interview in tech.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud243.jpg","freeRefresh Your ResumeCreate a targeted resume that gets the attention of recruiters and lands you an interview in tech.Skills CoveredResume writing, Company targeting, Storytelling, Career AdvancementView more +Program Detailsbeginner2 DaysIn collaboration with:Grow With GoogleProgram DetailsIn collaboration with:Grow With Google","https://www.udacity.com/course/refresh-your-resume--ud243","null","null"
"1668875186-46458","https://www.udacity.com/courses/all?field=career","Strengthen Your LinkedIn Network & Brand","Learn how to excel at networking both in-person and on LinkedIn.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud242.jpg","freeStrengthen Your LinkedIn Network & BrandLearn how to excel at networking both in-person and on LinkedIn.Skills CoveredPersonal branding, LinkedIn, Networking, Career AdvancementView more +Program Detailsbeginner1 WeekIn collaboration with:Grow With GoogleProgram DetailsIn collaboration with:Grow With Google","https://www.udacity.com/course/strengthen-your-linkedin-network-and-brand--ud242","null","null"
"1668875186-46459","https://www.udacity.com/courses/all?field=career","Data Science Interview Prep","Prepare for data science interviews by practicing data analysis, machine learning, and data structure and algorithms questions.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud944.jpg","freeData Science Interview PrepPrepare for data science interviews by practicing data analysis, machine learning, and data structure and algorithms questions.Skills CoveredInterview practice, Common Data Questions, Data Structures, Career AdvancementView more +Program Detailsintermediate1 WeekProgram Details","https://www.udacity.com/course/data-science-interview-prep--ud944","null","null"
"1668875186-46460","https://www.udacity.com/courses/all?field=career","Android Interview Prep","Learn how to respond to common Android and mobile development interview questions.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud241.jpg","freeAndroid Interview PrepLearn how to respond to common Android and mobile development interview questions.Skills CoveredInterview practice, Common Android Questions, WhiteboardingView more +Program Detailsintermediate1 WeekIn collaboration with:Grow With GoogleProgram DetailsIn collaboration with:Grow With Google","https://www.udacity.com/course/android-interview-prep--ud241","null","null"
"1668875186-46461","https://www.udacity.com/courses/all?field=career","Machine Learning Interview Preparation","In this course, you’ll learn exactly what to expect during a machine learning interview.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud1001_catalog.png","freeMachine Learning Interview PreparationIn this course, you’ll learn exactly what to expect during a machine learning interview.Skills CoveredInterview practice, Machine Learning, Career AdvancementView more +Program Detailsintermediate1 WeekProgram Details","https://www.udacity.com/course/machine-learning-interview-prep--ud1001","null","null"
"1668875186-46462","https://www.udacity.com/courses/all?field=career","Front-End Interview Prep","Answer front-end technical and behavioral interview questions with confidence and poise.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud250.jpg","freeFront-End Interview PrepAnswer front-end technical and behavioral interview questions with confidence and poise.Skills CoveredInterview questions, Common FE Questions, Whiteboarding, Career AdvancementView more +Program Detailsintermediate1 WeekProgram Details","https://www.udacity.com/course/front-end-interview-prep--ud250","null","null"
"1668875186-46463","https://www.udacity.com/courses/all?field=career","Full-Stack Interview Prep","Answer common full stack and web security interview questions with confidence and poise.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud252.jpg","freeFull-Stack Interview PrepAnswer common full stack and web security interview questions with confidence and poise.Skills CoveredInterview practice, Common FS Questions, Whiteboarding, Career AdvancementView more +Program Detailsintermediate1 WeekProgram Details","https://www.udacity.com/course/full-stack-interview-prep--ud252","null","null"
"1668875186-46464","https://www.udacity.com/courses/all?field=career","Data Structures & Algorithms in Swift","Review and practice the skills technical interviewers expect you to know and learn how to explain your Swift solutions.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud1011.jpg","freeData Structures & Algorithms in SwiftReview and practice the skills technical interviewers expect you to know and learn how to explain your Swift solutions.Skills CoveredInterview practice, Swift, Data structures, Career AdvancementView more +Program Detailsintermediate4 WeeksProgram Details","https://www.udacity.com/course/data-structures-and-algorithms-in-swift--ud1011","null","null"
"1668875186-46465","https://www.udacity.com/courses/all?field=career","iOS Interview Prep","Answer iOS and mobile development interview questions with confidence and poise.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud240.jpg","freeiOS Interview PrepAnswer iOS and mobile development interview questions with confidence and poise.Skills CoveredInterview practice, Common iOS Questions, Whiteboarding, Career AdvancementView more +Program Detailsintermediate1 WeekProgram Details","https://www.udacity.com/course/ios-interview-prep--ud240","null","null"
"1668875186-46466","https://www.udacity.com/courses/all?field=career","VR Interview Prep","Learn how to tackle interview questions for technical roles in VR Development.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-img-ud251.jpg","freeVR Interview PrepLearn how to tackle interview questions for technical roles in VR Development.Skills CoveredInterview practice, Common VR Questions, Whiteboarding, Career AdvancementView more +Program Detailsintermediate1 WeekIn collaboration with:Grow With GoogleProgram DetailsIn collaboration with:Grow With Google","https://www.udacity.com/course/vr-interview-prep--ud251","null","null"
"1668875189-46467","https://www.udacity.com/courses/all?field=school-of-programming","Data Engineer","Data engineering is the foundation for the new world of Big Data. Enroll now to build production-ready data infrastructure, an essential skill for advancing your data career.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd027/nd-card.jpg","nanodegreeData EngineerData engineering is the foundation for the new world of Big Data. Enroll now to build production-ready data infrastructure, an essential skill for advancing your data career.Skills CoveredData Modeling, Data Pipelines, Data Lakes, Spark, AirflowPrerequisitesIntermediate Python & SQLView more +Program DetailsDownload Syllabusintermediate5 Months4.6 stars 1783 reviewsIn collaboration with:InsightProgram DetailsDownload SyllabusIn collaboration with:Insight","https://www.udacity.com/course/data-engineer-nanodegree--nd027","4.6","1783"
"1668875189-46468","https://www.udacity.com/courses/all?field=school-of-programming","C++","Get hands-on experience building five real-world projects in this popular general-purpose programming language.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd213/nd-card.jpg","nanodegreeC++Get hands-on experience building five real-world projects in this popular general-purpose programming language.Skills CoveredData Structures & Algorithms, Memory Management, Concurrency, Object-oriented Programming, C++PrerequisitesIntermediate ProgrammingView more +Program DetailsDownload Syllabusintermediate4 Months4.5 stars 1121 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/c-plus-plus-nanodegree--nd213","4.5","1121"
"1668875189-46469","https://www.udacity.com/courses/all?field=school-of-programming","Introduction to Programming","A first step for beginners towards careers in web and app development, machine learning, data science, AI, and more.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd000/nd-card.jpg","nanodegreeIntroduction to ProgrammingA first step for beginners towards careers in web and app development, machine learning, data science, AI, and more.Skills CoveredFront-End Development Basics,  HTML,  CSS,  Python Syntax,  Text Processing in Python,  DevTools,  Command Line Interface Basics,  Code Debugging,  Basic JavaScript scripts,  JavaScript Functions,  JavaScript arrays,  JavaScript objectsPrerequisitesNo coding experience neededView more +Program DetailsDownload Syllabusbeginner4 Months4.7 stars 3859 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/intro-to-programming-nanodegree--nd000","4.7","3859"
"1668875189-46470","https://www.udacity.com/courses/all?field=school-of-programming","Blockchain Developer","Demand for blockchain developers is skyrocketing. In this program, you'll work with the Bitcoin and Ethereum protocols, build projects for real-world application, and gain the essential skills for a career in this dynamic space.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd1309/nd-card.jpg","nanodegreeBlockchain DeveloperDemand for blockchain developers is skyrocketing. In this program, you'll work with the Bitcoin and Ethereum protocols, build projects for real-world application, and gain the essential skills for a career in this dynamic space.Skills CoveredEthereum Blockchain, Blockchain Architecture, Data AuditingPrerequisitesObject-oriented programmingView more +Program DetailsDownload Syllabusintermediate4 Months4.5 stars 566 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/blockchain-developer-nanodegree--nd1309","4.5","566"
"1668875189-46471","https://www.udacity.com/courses/all?field=school-of-programming","Golang","Discover Golang’s implementation of traditional programming features, as well as extra features that make it a powerful tool.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/1SRl17BsGqwggKZ59bIdlc/ff5233adf44021a8a253d72601acf424/catalog-card_1x.png","courseGolangDiscover Golang’s implementation of traditional programming features, as well as extra features that make it a powerful tool.Skills CoveredGo programming,  Go language fundamentals,  Go environment,  basic backend,  Goroutines,  web server,  REST APIPrerequisitesBasic computer programmingView more +Program DetailsDownload Syllabusbeginner1 MonthProgram DetailsDownload Syllabus","https://www.udacity.com/course/golang--cd11970","null","null"
"1668875189-46472","https://www.udacity.com/courses/all?field=school-of-programming","Java Developer","Learn back-end development with Java, one of the most popular programming languages in the world.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd035/nd-card.png","nanodegreeJava DeveloperLearn back-end development with Java, one of the most popular programming languages in the world.Skills CoveredJava, Spring Boot, Rest API, MySQL, MongoDBPrerequisitesIntermediate knowledge of JavaView more +Program DetailsDownload Syllabusintermediate4 Months4.5 stars 357 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/java-developer-nanodegree--nd035","4.5","357"
"1668875189-46473","https://www.udacity.com/courses/all?field=school-of-programming","Front End Web Developer","Learn how to build high quality websites and dynamic applications to create stunning user experiences for the web.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd0011/nd-card.jpg","nanodegreeFront End Web DeveloperLearn how to build high quality websites and dynamic applications to create stunning user experiences for the web.Skills CoveredJavaScript, HTML, CSS, Webpack, Flexbox, Node, Object-oriented ProgrammingPrerequisitesKnowledge of basic HTML, CSS, and JavaScriptView more +Program DetailsDownload Syllabusintermediate4 Months4.6 stars 1190 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/front-end-web-developer-nanodegree--nd0011","4.6","1190"
"1668875189-46474","https://www.udacity.com/courses/all?field=school-of-programming","Full Stack Web Developer","Learn to design and develop powerful modern web applications that form the foundation for the apps, websites, and systems that people and businesses use every day.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd0044/nd-card.jpg","nanodegreeFull Stack Web DeveloperLearn to design and develop powerful modern web applications that form the foundation for the apps, websites, and systems that people and businesses use every day.Skills CoveredPython, JavaScript, PostgreSQL, Flask, Docker, KubernetesPrerequisitesPrior experience with Python, CSS/HTML, and GitView more +Program DetailsDownload Syllabusintermediate4 Months4.5 stars 746 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/full-stack-web-developer-nanodegree--nd0044","4.5","746"
"1668875189-46475","https://www.udacity.com/courses/all?field=school-of-programming","React","Learn to build declarative user interfaces for the web with React as well as manage state more predictably in your applications with Redux.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/3tBJiagciI04YeQ9uJlooR/1781a36fde6858eb923177b4f01e6eab/catalog-card-21.jpg","nanodegreeReactLearn to build declarative user interfaces for the web with React as well as manage state more predictably in your applications with Redux.Skills CoveredReact Component State,  React Router,  React Hooks,  JavaScript Functions,  Application State Management with Redux,  React-Redux Bindings,  React Component State,  Fetching Data,  React Native Basics,  Data Lifecycle Management,  Jest,  React-Redux Bindings,  React Design Patterns,  Software TestingPrerequisitesHTML & CSS, JavaScript, Asynchronous JavaScript (AJAX) and Web formsView more +Program DetailsDownload Syllabusbeginner2 Months4.7 stars 1265 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/react-nanodegree--nd019","4.7","1265"
"1668875189-46476","https://www.udacity.com/courses/all?field=school-of-programming","Data Structures and Algorithms","Get hands-on practice with over 100 data structures and algorithm exercises with technical mentor support when needed to help prepare you for the workplace.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd256/nd-card.jpg","nanodegreeData Structures and AlgorithmsGet hands-on practice with over 100 data structures and algorithm exercises with technical mentor support when needed to help prepare you for the workplace.Skills CoveredData Structures and Algorithms, Problem Solving, Interview Practice Problems, PythonPrerequisitesPython and Basic AlgebraView more +Program DetailsDownload Syllabusintermediate4 Months4.7 stars 847 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/data-structures-and-algorithms-nanodegree--nd256","4.7","847"
"1668875189-46477","https://www.udacity.com/courses/all?field=school-of-programming","Intermediate Python","Learn how to plan, design, and implement enterprise data infrastructure solutions and create the blueprints for your organization’s data success.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/2UhQyfps3lPG6s5VapdnkO/ce4eabfb7c084b7d577c9e2e84d2b841/catalog-140x120.jpg","nanodegreeIntermediate PythonLearn how to plan, design, and implement enterprise data infrastructure solutions and create the blueprints for your organization’s data success.Skills CoveredPython, Object-oriented programming, Modular code, Python Package IndexPrerequisitesBasic PythonView more +Program DetailsDownload Syllabusintermediate2 Months4.4 stars 139 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/intermediate-python-nanodegree--nd303","4.4","139"
"1668875189-46478","https://www.udacity.com/courses/all?field=school-of-programming","Android Kotlin Developer","Master Android app development with Kotlin, a modern programming language that enables developers to be more productive.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/5gOjBf0OJwC2gIHsmlT20G/7db648c216f61ae1f05d3a64a59baf1a/instructor-pointing-at-computer-screen.jpg","nanodegreeAndroid Kotlin DeveloperMaster Android app development with Kotlin, a modern programming language that enables developers to be more productive.Skills CoveredAndroid Development, Kotlin, Android Studio, Gradle, RESTful interfaces, Web APIs, App Architecture, Databases, Custom Views, Notifications, Location Services, Testing, FirebasePrerequisitesExperience with Object-Oriented ProgrammingView more +Program DetailsDownload Syllabusintermediate4 Months4.7 stars 354 reviewsIn collaboration with:GoogleProgram DetailsDownload SyllabusIn collaboration with:Google","https://www.udacity.com/course/android-kotlin-developer-nanodegree--nd940","4.7","354"
"1668875189-46479","https://www.udacity.com/courses/all?field=school-of-programming","Java Programming","Elevate your Java abilities with the fundamental skills used by developers to design, code, test, and deploy cutting-edge Java software.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/4CYYU5JsG3ILJfC87lDPs7/243a3c86237ace14d88e31bb5e095e29/catalog-card-2.jpg","nanodegreeJava ProgrammingElevate your Java abilities with the fundamental skills used by developers to design, code, test, and deploy cutting-edge Java software.Skills CoveredObject-oriented programming,  functional programming,  I/O,  reflection,  concurrent programming,  Java modulesPrerequisitesBasic programming concepts like variables, loops and conditionals.View more +Program DetailsDownload Syllabusbeginner3 Months4.5 stars 142 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/java-programming-nanodegree--nd079","4.5","142"
"1668875189-46480","https://www.udacity.com/courses/all?field=school-of-programming","Cloud DevOps Engineer","Companies are looking for talented DevOps engineers to remain competitive in this agile world. Enroll now to master skills like operationalizing infrastructure at scale and delivering applications and services at high velocity.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd9991/nd-card.jpg","nanodegreeCloud DevOps EngineerCompanies are looking for talented DevOps engineers to remain competitive in this agile world. Enroll now to master skills like operationalizing infrastructure at scale and delivering applications and services at high velocity.Skills CoveredAWS, Configuration Management with Ansible, Continuous Integration / Continuous Deployment, Microservices with Kubernetes, CloudFormationPrerequisitesIntermediate JavaScriptView more +Program DetailsDownload Syllabusintermediate4 Months4.6 stars 844 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/cloud-dev-ops-nanodegree--nd9991","4.6","844"
"1668875189-46481","https://www.udacity.com/courses/all?field=school-of-programming","Introduction to Cybersecurity","Get your start in the high growth field of cybersecurity by building foundational skills including evaluating, maintaining, and monitoring the security of computer systems.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/2K7F3sZGMIBSQyHuc2fbfj/8368f9164bdc1140f4727e57a3fef782/class-intro-cybersecurity-2x.jpg","nanodegreeIntroduction to CybersecurityGet your start in the high growth field of cybersecurity by building foundational skills including evaluating, maintaining, and monitoring the security of computer systems.Skills CoveredThreat Assessment, Security Vulnerabilities, Compliance, Governance, Risk, Incident ResponsePrerequisitesBasic knowledge of network connectivity and OS fundamentalsView more +Program DetailsDownload Syllabusbeginner4 Months4.5 stars 160 reviewsIn collaboration with:SecurityScorecardProgram DetailsDownload SyllabusIn collaboration with:SecurityScorecard","https://www.udacity.com/course/intro-to-cybersecurity-nanodegree--nd545","4.5","160"
"1668875189-46482","https://www.udacity.com/courses/all?field=school-of-programming","Cloud Developer","Cloud development is the foundation for the new world of software development. Enroll now to build and deploy production-ready full stack apps at scale on AWS.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd9990/nd-card.jpg","nanodegreeCloud DeveloperCloud development is the foundation for the new world of software development. Enroll now to build and deploy production-ready full stack apps at scale on AWS.Skills CoveredAWS, Microservices, Serverless Architecture, KubernetesPrerequisitesIntermediate JavaScriptView more +Program DetailsDownload Syllabusintermediate4 Months4.5 stars 843 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/cloud-developer-nanodegree--nd9990","4.5","843"
"1668875189-46483","https://www.udacity.com/courses/all?field=school-of-programming","Full Stack JavaScript Developer","Find success as a full stack developer by focusing on topics like UI, UX, APIs, server side business logic, persistence layers, and more.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/2BmR32DkIbZ5HUVFLZUcj5/dd4caf36b7b56024dc13c3c718dcc5d5/catalog-card-5.jpg","nanodegreeFull Stack JavaScript DeveloperFind success as a full stack developer by focusing on topics like UI, UX, APIs, server side business logic, persistence layers, and more.Skills CoveredCreating an API,  Databases and SQL,  Node.js,  Angular,  TypeScript,  DeploymentPrerequisitesHTML, CSS, Basic JavaScript, JSONView more +Program DetailsDownload Syllabusintermediate4 Months4.7 stars 89 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/full-stack-javascript-developer-nanodegree--nd0067","4.7","89"
"1668875189-46484","https://www.udacity.com/courses/all?field=school-of-programming","iOS Developer","Master the Swift programming language, and create a portfolio of iOS apps for iPhone and iPad to showcase your skills!","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd003/nd-card.jpg","nanodegreeiOS DeveloperMaster the Swift programming language, and create a portfolio of iOS apps for iPhone and iPad to showcase your skills!Skills CoveredSwift programming, Core Data, UIKit, iOS networking, app publishing, User interfaces, Local Persistence, APIsPrerequisitesNo prior knowledge requiredView more +Program DetailsDownload Syllabusbeginner6 Months4.6 stars 895 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/ios-developer-nanodegree--nd003","4.6","895"
"1668875189-46485","https://www.udacity.com/courses/all?field=school-of-programming","Agile Software Development","Get equipped with the skills you need to guide the delivery of high value products with top notch software development teams.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd144/nd144-catalog-card.jpg","nanodegreeAgile Software DevelopmentGet equipped with the skills you need to guide the delivery of high value products with top notch software development teams.
Skills CoveredAgile, Scrum, Kanban, XP, Minimum Viable ProductPrerequisitesNo Experience RequiredView more +Program DetailsDownload Syllabusbeginner3 Months4.7 stars 143 reviewsIn collaboration with:ThoughtWorksProgram DetailsDownload SyllabusIn collaboration with:ThoughtWorks","https://www.udacity.com/course/agile-software-development-nanodegree--nd144","4.7","143"
"1668875189-46486","https://www.udacity.com/courses/all?field=school-of-programming","Intermediate JavaScript","Master JavaScript, the most popular programming language in the world. Be equipped for advanced roles in web development, server-side application development, and desktop development.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd032/catalog+image+nd032.jpg","nanodegreeIntermediate JavaScriptMaster JavaScript, the most popular programming language in the world. Be equipped for advanced roles in web development, server-side application development, and desktop development.Skills CoveredFunctional Programming, DOM, Data Structures, Asynchronous Programming, Synchronous ProgrammingPrerequisitesBasic JavaScriptView more +Program DetailsDownload Syllabusintermediate3 Months4.5 stars 159 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/intermediate-javascript-nanodegree--nd032","4.5","159"
"1668875189-46487","https://www.udacity.com/courses/all?field=school-of-programming","Security Engineer","Take advantage of the growing need for skilled security professionals by mastering the sought-after skills to protect an organization’s computer networks and systems from security threats or attacks.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/5fNGwsIZvA6UD7bYtvHiN2/86703f692bd5af5599cbfadedd287c89/class-security-engineer-2x.jpg","nanodegreeSecurity EngineerTake advantage of the growing need for skilled security professionals by mastering the sought-after skills to protect an organization’s computer networks and systems from security threats or attacks.Skills CoveredCryptography, Risk Evaluation, Authentication, Authorization, Access
Management, Penetration TestingPrerequisitesBasics of Python, experience configuring AWS and Linux environmentsView more +Program DetailsDownload Syllabusintermediate4 Months4.7 stars 57 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/security-engineer-nanodegree--nd698","4.7","57"
"1668875189-46488","https://www.udacity.com/courses/all?field=school-of-programming","Digital Freelancer","The goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/3U3CiG1FnKGer0emHpwh1N/00ce8f98e0c65bc0f12f304a07373fb5/catalog-card-13.jpg","nanodegreeDigital FreelancerThe goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.Skills CoveredPortfolio Websites,  Professional Networking,  Resumes,  Social Media Presence,  Non-Disclosure Agreements,  Service Agreements,  Freelance Pricing Frameworks,  Invoicing,  Brand Design,  Elevator pitches,  Formal Written Communication,  Project management tools,  Project scopingPrerequisitesBasic computer skillsView more +Program DetailsDownload Syllabusbeginner1 MonthProgram DetailsDownload Syllabus","https://www.udacity.com/course/digital-freelancer-nanodegree--nd083","null","null"
"1668875189-46489","https://www.udacity.com/courses/all?field=school-of-programming","Security Analyst","Learn to identify, correct, and respond to security weaknesses and incidents through open-ended projects that mimic workplace security challenges.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/5gQqNSHiFbICrJHhibYW0r/87fe3c7bcc54d8ecbcc6cb4f47d1b3a5/class-security-analyst-2x.jpg","nanodegreeSecurity AnalystLearn to identify, correct, and respond to security weaknesses and incidents through open-ended projects that mimic workplace security challenges.Skills CoveredSecurity controls,  Defensible Network Architecture,  security threat mitigation,  threat modeling,  vulnerability assessment,  incident detection and handlingPrerequisitesExperience with Python, SQL, and security fundamentalsView more +Program DetailsDownload Syllabusintermediate4 MonthsProgram DetailsDownload Syllabus","https://www.udacity.com/course/security-analyst-nanodegree--nd324","null","null"
"1668875189-46490","https://www.udacity.com/courses/all?field=school-of-programming","Android Basics","No programming experience? No problem—start developing Android apps today with this introductory program.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd803/nd-card.jpg","nanodegreeAndroid BasicsNo programming experience? No problem—start developing Android apps today with this introductory program.Skills CoveredAndroid Development, Java programming, Android Studio, XML layouts, Android ViewsPrerequisitesNo Experience Required.View more +Program DetailsDownload Syllabusbeginner4 Months4.8 stars 3181 reviewsIn collaboration with:GoogleProgram DetailsDownload SyllabusIn collaboration with:Google","https://www.udacity.com/course/android-basics-nanodegree-by-google--nd803","4.8","3181"
"1668875189-46491","https://www.udacity.com/courses/all?field=school-of-programming","RPA Developer with UiPath","Build the operational processes that enable the businesses of the future.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-image-nd340.jpg","nanodegreeRPA Developer with UiPathBuild the operational processes that enable the businesses of the future.Skills CoveredProcess Automation, Business Operations, UiPath Studio, UiPath OrchestratorPrerequisitesBasic familiarity with Microsoft applications and data manipulationView more +Program DetailsDownload Syllabusbeginner4 MonthsIn collaboration with:UiPathProgram DetailsDownload SyllabusIn collaboration with:UiPath","https://www.udacity.com/course/rpa-developer-nanodegree--nd340","null","null"
"1668875189-46492","https://www.udacity.com/courses/all?field=school-of-programming","Database Systems Concepts & Design","This course presents an example of applying a database application development methodology to a major real-world project.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud150_thumbnail.jpg","freeDatabase Systems Concepts & DesignThis course presents an example of applying a database application development methodology to a major real-world project.Skills CoveredDatabase Management Systems, Relational Algebra, Sequential Query Language, Data Indexing, SQL InjectionView more +Program Detailsintermediate16 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/database-systems-concepts-design--ud150","null","null"
"1668875189-46493","https://www.udacity.com/courses/all?field=school-of-programming","Intro to Information Security","","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud459_thumbnail.jpg","freeIntro to Information SecuritySkills CoveredSoftware Security, Cryptography, Network Security, Privacy, Public PolicyView more +Program DetailsintermediateIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/intro-to-information-security--ud459","null","null"
"1668875189-46494","https://www.udacity.com/courses/all?field=school-of-programming","Cyber-Physical Systems Security","This course provides an introduction to security issues relating to cyber-physical systems including industrial control systems and critical infrastructures.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud279_thumbnail.jpg","freeCyber-Physical Systems SecurityThis course provides an introduction to security issues relating to cyber-physical systems including industrial control systems and critical infrastructures.Skills CoveredIndustrial Networks, Industrial Control Systems, Smart Grid Infrastructure, Cyber Security, PrivacyView more +Program Detailsintermediate16 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/cyber-physical-systems-security--ud279","null","null"
"1668875189-46495","https://www.udacity.com/courses/all?field=school-of-programming","Network Security","This course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/7lJEXJoUaWm6i52ArquLZM/935cc985b1f8f685687b5498b33a8aa3/Screenshot_2021-04-08_at_8.25.43_PM.png","freeNetwork SecurityThis course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research.Skills CoveredBasic elements of cryptography,  cryptanalysis and systems security,  security researchView more +Program Detailsintermediate16 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/network-security--ud199","null","null"
