web-scraper-order,web-scraper-start-url,name,description,image-src,link,link-href,rating,review-count
"1668875202-46718","https://www.udacity.com/courses/all?field=school-of-autonomous-systems","Intro to Self-Driving Cars","This introductory program is the perfect way to start your journey into the future of transportation—flying cars.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd113/nd-card.jpg","nanodegreeIntro to Self-Driving CarsThis introductory program is the perfect way to start your journey into the future of transportation—flying cars.Skills CoveredComputer Vision, Machine Learning, Vehicle Motion, ControlPrerequisitesProgramming & MathematicsView more +Program DetailsDownload Syllabusintermediate4 Months4.6 stars 802 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/intro-to-self-driving-cars--nd113","4.6","802"
"1668875202-46719","https://www.udacity.com/courses/all?field=school-of-autonomous-systems","Sensor Fusion Engineer","Learn to fuse lidar point clouds, radar signatures, and camera images using Kalman Filters to detect and track vehicles and pedestrians over time.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd313/nd-card.png","nanodegreeSensor Fusion EngineerLearn to fuse lidar point clouds, radar signatures, and camera images using Kalman Filters to detect and track vehicles and pedestrians over time.Skills CoveredPerception, Lidar, Radar, Sensors, Computer VisionPrerequisitesIntermediate C++, Calculus, and ProbabilityView more +Program DetailsDownload Syllabusadvanced4 Months4.7 stars 299 reviewsIn collaboration with:Mercedes-BenzProgram DetailsDownload SyllabusIn collaboration with:Mercedes-Benz","https://www.udacity.com/course/sensor-fusion-engineer-nanodegree--nd313","4.7","299"
"1668875202-46720","https://www.udacity.com/courses/all?field=school-of-autonomous-systems","Flying Car and Autonomous Flight Engineer","Master job-ready autonomous flight software engineering skills as you tackle advanced challenges, write real code for real aircraft, and develop a systems understanding of the Flying Car full-stack.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd787/nd-card.jpg","nanodegreeFlying Car and Autonomous Flight EngineerMaster job-ready autonomous flight software engineering skills as you tackle advanced challenges, write real code for real aircraft, and develop a systems understanding of the Flying Car full-stack.Skills Covered3D Motion Planning, Controls, Estimation, Kalman FiltersPrerequisitesMathematics & ProgrammingView more +Program DetailsDownload Syllabusadvanced6 Months4.6 stars 254 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/flying-car-nanodegree--nd787","4.6","254"
"1668875202-46721","https://www.udacity.com/courses/all?field=school-of-autonomous-systems","Digital Freelancer","The goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/3U3CiG1FnKGer0emHpwh1N/00ce8f98e0c65bc0f12f304a07373fb5/catalog-card-13.jpg","nanodegreeDigital FreelancerThe goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.Skills CoveredPortfolio Websites,  Professional Networking,  Resumes,  Social Media Presence,  Non-Disclosure Agreements,  Service Agreements,  Freelance Pricing Frameworks,  Invoicing,  Brand Design,  Elevator pitches,  Formal Written Communication,  Project management tools,  Project scopingPrerequisitesBasic computer skillsView more +Program DetailsDownload Syllabusbeginner1 MonthProgram DetailsDownload Syllabus","https://www.udacity.com/course/digital-freelancer-nanodegree--nd083","null","null"
"1668875202-46722","https://www.udacity.com/courses/all?field=school-of-autonomous-systems","Cyber-Physical Systems Design & Analysis","This course provides an introduction to cyber-physical systems with an industrial perspective.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud9876_thumbnail.jpg","freeCyber-Physical Systems Design & AnalysisThis course provides an introduction to cyber-physical systems with an industrial perspective.View more +Program Detailsadvanced16 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876","null","null"
"1668875202-46723","https://www.udacity.com/courses/all?field=school-of-autonomous-systems","Differential Equations in Action","Write Python code to find numerical solutions to systems of differential equations. The models you create will fight wildfires, bring spaceships back to earth, and more!","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/cs222_thumbnail.jpg","freeDifferential Equations in ActionWrite Python code to find numerical solutions to systems of differential equations. The models you create will fight wildfires, bring spaceships back to earth, and more!Skills CoveredMath, Differential EquationsView more +Program Detailsintermediate2 MonthsProgram Details","https://www.udacity.com/course/differential-equations-in-action--cs222","null","null"
"1668875202-46724","https://www.udacity.com/courses/all?field=school-of-autonomous-systems","Self-Driving Fundamentals: Featuring Apollo","Identify key parts of self-driving cars, utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud0419_thumbnail.jpg","freeSelf-Driving Fundamentals: Featuring Apollo Identify key parts of self-driving cars, utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car. Skills CoveredApollo HD Map, Localization, Perception, Prediction, Planning, ControlView more +Program Detailsbeginner4 WeeksIn collaboration with:BaiduProgram DetailsIn collaboration with:Baidu","https://www.udacity.com/course/self-driving-car-fundamentals-featuring-apollo--ud0419","null","null"
"1668875204-46725","https://www.udacity.com/courses/all?field=school-of-ai","Deep Learning","Deep learning is driving advances in artificial intelligence that are changing our world—enroll now and learn to build and apply your own deep neural networks.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/3iq8QEHIjr2lUYgmDMgeEX/67bd4529c488820a9672a393dfa2ca39/catalog-card-28.jpg","nanodegreeDeep LearningDeep learning is driving advances in artificial intelligence that are changing our world—enroll now and learn to build and apply your own deep neural networks.Skills CoveredNeural Networks,  Perceptron,  Autoencoders,  Convolutional Neural Networks,  PyTorch,  Object Detection,  Recurrent Neural Networks,  Long-short term Memory Networks,  Backpropagation,  Generative Adversarial Networks,  Deep Learning Techniques,  Image Generation,  Hyperparameter TuningPrerequisitesIntermediate PythonView more +Program DetailsDownload Syllabusintermediate4 Months4.7 stars 3367 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/deep-learning-nanodegree--nd101","4.7","3367"
"1668875204-46726","https://www.udacity.com/courses/all?field=school-of-ai","Artificial Intelligence for Trading","Complete real-world projects designed by industry experts, covering topics from asset management to trading signal generation. Master AI algorithms for trading, and build your career-ready portfolio.","https://d20vrrgs8k4bvw.cloudfront.net/images/open-graph/en-US/AI_for_trading_Background.png","nanodegreeArtificial Intelligence for TradingComplete real-world projects designed by industry experts, covering topics from asset management to trading signal generation. Master AI algorithms for trading, and build your career-ready portfolio.Skills CoveredMomentum Trading Strategy, Smart Beta, Alpha Factors, Natural Language Processing, Deep Learning, Neural NetworksPrerequisitesPython & MathematicsView more +Program DetailsDownload Syllabusintermediate6 Months4.6 stars 788 reviewsIn collaboration with:WorldQuantProgram DetailsDownload SyllabusIn collaboration with:WorldQuant","https://www.udacity.com/course/ai-for-trading--nd880","4.6","788"
"1668875204-46727","https://www.udacity.com/courses/all?field=school-of-ai","Machine Learning DevOps Engineer","Gain the DevOps skills required to automate the various aspects and stages of building and monitoring machine learning models.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/7vsenFxZEguVh1GwD4zXtR/c1193513dd4f28db7405a4c11628c45b/catalog-card-10.jpg","nanodegreeMachine Learning DevOps EngineerGain the DevOps skills required to automate the various aspects and stages of building and monitoring machine learning models.Skills CoveredAPI development,  Automated model scoring,  CI/CD,  Model testing,  Data Version Control,  Machine Learning PipelinesPrerequisitesPrior experience with Python and Machine LearningView more +Program DetailsDownload Syllabusadvanced4 Months4.6 stars 114 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/machine-learning-dev-ops-engineer-nanodegree--nd0821","4.6","114"
"1668875204-46728","https://www.udacity.com/courses/all?field=school-of-ai","AWS Machine Learning Engineer","Learn the data science and machine learning skills required to build and deploy machine learning models in production using Amazon SageMaker.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/4zCg1RJUx9ebzhPWtdCj8u/0ee84b7ec01fda6636a184ff2d56e7a3/catalog-card-17.jpg","nanodegreeAWS Machine Learning EngineerLearn the data science and machine learning skills required to build and deploy machine learning models in production using Amazon SageMaker.Skills CoveredFeature Engineering,  Machine Learning Fluency,  Data Loading with SageMaker,  Amazon S3,  Neural Network Basics,  Deep Learning Fluency,  Hyperparameter Tuning,  Machine Learning Framework Fundamentals,  SageMaker JumpStart,  Cloud Resource Allocation,  Distributed Model Training with SageMaker,  AWS Lambda PrerequisitesBasic knowledge of machine learning algorithms and Python programmingView more +Program DetailsDownload Syllabusintermediate5 Months4.7 stars 127 reviewsIn collaboration with:AWSProgram DetailsDownload SyllabusIn collaboration with:AWS","https://www.udacity.com/course/aws-machine-learning-engineer-nanodegree--nd189","4.7","127"
"1668875204-46729","https://www.udacity.com/courses/all?field=school-of-ai","AI Programming with Python","Learn Python, NumPy, pandas, Matplotlib, PyTorch, calculus, and linear algebra—the foundations for building your own neural network.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd089/nd-card.jpg","nanodegreeAI Programming with PythonLearn Python, NumPy, pandas, Matplotlib, PyTorch, calculus, and linear algebra—the foundations for building your own neural network.Skills CoveredPython, NumPy, Pandas, Matplotlib, PyTorchPrerequisitesBasic Algebra and Programming KnowledgeView more +Program DetailsDownload Syllabusbeginner3 Months4.7 stars 1553 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/ai-programming-python-nanodegree--nd089","4.7","1553"
"1668875204-46730","https://www.udacity.com/courses/all?field=school-of-ai","Computer Vision","Learn the in-demand skills of computer vision, a growing field of AI, that empower advancements in robotics and automation.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd891/nd-card.jpg","nanodegreeComputer VisionLearn the in-demand skills of computer vision, a growing field of AI, that empower advancements in robotics and automation.Skills CoveredConvolutional Neural Networks, Recurrent Neural Networks, Simultaneous Localization and Mapping, Object Tracking, Image Classification, Deep LearningPrerequisitesPython, Statistics, Machine Learning, & Deep LearningView more +Program DetailsDownload Syllabusadvanced3 Months4.7 stars 796 reviewsIn collaboration with:Affectiva, Nvidia Deep Learning InstituteProgram DetailsDownload SyllabusIn collaboration with:Affectiva, Nvidia Deep Learning Institute","https://www.udacity.com/course/computer-vision-nanodegree--nd891","4.7","796"
"1668875204-46731","https://www.udacity.com/courses/all?field=school-of-ai","Deep Reinforcement Learning","Master the deep reinforcement learning skills that are powering amazing advances in AI—and start applying these skills to applications like video games and robotics.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd893/nd-card.jpg","nanodegreeDeep Reinforcement LearningMaster the deep reinforcement learning skills that are powering amazing advances in AI—and start applying these skills to applications like video games and robotics.Skills CoveredReinforcement Learning, Neural Networks, PyTorch, Deep Q-Networks (DQN), Deep Deterministic Policy Gradients (DDPG)PrerequisitesExperience with Python, Probability, Machine Learning, & Deep Learning.View more +Program DetailsDownload Syllabusadvanced3 Months4.6 stars 533 reviewsIn collaboration with:Unity, Nvidia Deep Learning InstituteProgram DetailsDownload SyllabusIn collaboration with:Unity, Nvidia Deep Learning Institute","https://www.udacity.com/course/deep-reinforcement-learning-nanodegree--nd893","4.6","533"
"1668875204-46732","https://www.udacity.com/courses/all?field=school-of-ai","Natural Language Processing","Learn the job-ready skills that progress computers to be able to understand, process, and respond to human language.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd892/nd-card.jpg","nanodegreeNatural Language ProcessingLearn the job-ready skills that progress computers to be able to understand, process, and respond to human language.Skills CoveredMachine Learning, Speech Recognition, Sentiment Analysis, Machine Translation, Part of Speech TaggingPrerequisitesPython, Statistics, Machine Learning, & Deep LearningView more +Program DetailsDownload Syllabusadvanced3 Months4.5 stars 524 reviewsIn collaboration with:Amazon Alexa, IBM WatsonProgram DetailsDownload SyllabusIn collaboration with:Amazon Alexa, IBM Watson","https://www.udacity.com/course/natural-language-processing-nanodegree--nd892","4.5","524"
"1668875204-46733","https://www.udacity.com/courses/all?field=school-of-ai","AI Product Manager","Develop AI products that deliver real business value by building skills that help you compete in the new AI-powered world.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd088/nd-card.png","nanodegreeAI Product ManagerDevelop AI products that deliver real business value by building skills that help you compete in the new AI-powered world.Skills CoveredAI Products, Training ML Models, Annotating Datasets, Prototyping a ProductPrerequisitesNo Experience RequiredView more +Program DetailsDownload Syllabusbeginner2 Months4.4 stars 614 reviewsIn collaboration with:AppenProgram DetailsDownload SyllabusIn collaboration with:Appen","https://www.udacity.com/course/ai-product-manager-nanodegree--nd088","4.4","614"
"1668875204-46734","https://www.udacity.com/courses/all?field=school-of-ai","Intro to Machine Learning with TensorFlow","Build a solid foundation in supervised, unsupervised, and deep learning. Then, use these skills to test and deploy machine learning models in a production environment.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd229/nd-card.jpg","nanodegreeIntro to Machine Learning with TensorFlowBuild a solid foundation in supervised, unsupervised, and deep learning. Then, use these skills to test and deploy machine learning models in a production environment.Skills CoveredTensorFlow, Deep Learning, scikit-learn, Supervised Learning, Unsupervised LearningPrerequisitesIntermediate PythonView more +Program DetailsDownload Syllabusintermediate3 Months4.7 stars 529 reviewsIn collaboration with:Kaggle, AWSProgram DetailsDownload SyllabusIn collaboration with:Kaggle, AWS","https://www.udacity.com/course/intro-to-machine-learning-with-tensorflow-nanodegree--nd230","4.7","529"
"1668875204-46735","https://www.udacity.com/courses/all?field=school-of-ai","AI for Healthcare","Be at the forefront of the AI revolution in healthcare and transform patient outcomes by enabling enhanced medical decision-making powered by machine learning.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd320/catalog+card+nd320.jpg","nanodegreeAI for HealthcareBe at the forefront of the AI revolution in healthcare and transform patient outcomes by enabling enhanced medical decision-making powered by machine learning.Skills CoveredArtificial Intelligence, 2D Medical Imaging, 3D Medical Imaging, Electronic Health Record Data, Deep Learning, Wearable Device Data, Supervised LearningPrerequisitesIntermediate Python, and Experience with Machine LearningView more +Program DetailsDownload Syllabusadvanced4 Months4.6 stars 144 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/ai-for-healthcare-nanodegree--nd320","4.6","144"
"1668875204-46736","https://www.udacity.com/courses/all?field=school-of-ai","Intro to Machine Learning with PyTorch","Build a solid foundation in supervised, unsupervised, and deep learning. Then, use these skills to test and deploy machine learning models in a production environment.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd229/nd-card.jpg","nanodegreeIntro to Machine Learning with PyTorchBuild a solid foundation in supervised, unsupervised, and deep learning. Then, use these skills to test and deploy machine learning models in a production environment.Skills CoveredIntroduction to Machine Learning, Supervised Learning, Deep Learning, Unsupervised LearningPrerequisitesIntermediate PythonView more +Program DetailsDownload Syllabusintermediate3 Months4.7 stars 444 reviewsIn collaboration with:Kaggle, AWSProgram DetailsDownload SyllabusIn collaboration with:Kaggle, AWS","https://www.udacity.com/course/intro-to-machine-learning-nanodegree--nd229","4.7","444"
"1668875204-46737","https://www.udacity.com/courses/all?field=school-of-ai","AI for Business Leaders","Master the foundations of artificial intelligence so you can strategically implement machine learning technology in your organization, and leverage it for corporate growth.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd054/catalog+image+nd054.jpg","nanodegreeAI for Business LeadersMaster the foundations of artificial intelligence so you can strategically implement machine learning technology in your organization, and leverage it for corporate growth.Skills CoveredArtificial Intelligence, Machine Learning, Business Strategy, Data Labeling, Data ModelingPrerequisitesStatistics, Probability, and Business ExperienceView more +Program DetailsDownload Syllabusintermediate2 Months4.6 stars 121 reviewsIn collaboration with:BMWProgram DetailsDownload SyllabusIn collaboration with:BMW","https://www.udacity.com/course/ai-for-business-leaders--nd054","4.6","121"
"1668875204-46738","https://www.udacity.com/courses/all?field=school-of-ai","Digital Freelancer","The goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/3U3CiG1FnKGer0emHpwh1N/00ce8f98e0c65bc0f12f304a07373fb5/catalog-card-13.jpg","nanodegreeDigital FreelancerThe goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.Skills CoveredPortfolio Websites,  Professional Networking,  Resumes,  Social Media Presence,  Non-Disclosure Agreements,  Service Agreements,  Freelance Pricing Frameworks,  Invoicing,  Brand Design,  Elevator pitches,  Formal Written Communication,  Project management tools,  Project scopingPrerequisitesBasic computer skillsView more +Program DetailsDownload Syllabusbeginner1 MonthProgram DetailsDownload Syllabus","https://www.udacity.com/course/digital-freelancer-nanodegree--nd083","null","null"
"1668875204-46739","https://www.udacity.com/courses/all?field=school-of-ai","Artificial Intelligence","Learn essential Artificial Intelligence concepts from AI experts like Peter Norvig and Sebastian Thrun, including search, optimization, planning, pattern recognition, and more.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd898/nd-card.jpg","nanodegreeArtificial IntelligenceLearn essential Artificial Intelligence concepts from AI experts like Peter Norvig and Sebastian Thrun, including search, optimization, planning, pattern recognition, and more.Skills CoveredConstraint Propagation,  AI Algorithms,  Constraint Satisfaction Problems,  Backtracking Search,  Optimization Algorithms,  Search Algorithms,  Minimax Search,  Bayesian networks,  Planning,  Pattern Recognition,  Time-Series Analysis with MLPrerequisitesAlgebra, Calculus, Statistics, & PythonView more +Program DetailsDownload Syllabusadvanced3 Months4.5 stars 354 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/ai-artificial-intelligence-nanodegree--nd898","4.5","354"
"1668875204-46740","https://www.udacity.com/courses/all?field=school-of-ai","Machine Learning Engineer for Microsoft Azure","Strengthen your machine learning skills and build practical experience by training, validating, and evaluating models using Azure Machine Learning.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd00333/nd00333-catalog-card.jpg","nanodegreeMachine Learning Engineer for Microsoft AzureStrengthen your machine learning skills and build practical experience by training, validating, and evaluating models using Azure Machine Learning. Skills CoveredAzure Machine Learning, Azure Machine Learning SDK, Automation with Pipelines, Automated ML, Machine Learning Operations
PrerequisitesPrior experience with Python, Machine Learning, and StatisticsView more +Program DetailsDownload Syllabusintermediate3 Months4.4 stars 200 reviewsIn collaboration with:MicrosoftProgram DetailsDownload SyllabusIn collaboration with:Microsoft","https://www.udacity.com/course/machine-learning-engineer-for-microsoft-azure-nanodegree--nd00333","4.4","200"
"1668875204-46741","https://www.udacity.com/courses/all?field=school-of-ai","AI Engineer using Microsoft Azure","Master the skills necessary to implement machine learning models, build end-to-end AI solutions, and manage continuous improvement of an Azure AI solution.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/5yiVQAGJM2TEnSddrFZi4O/40bce8a9a26a5aa9d58b337a53bed43c/catalog-card-19.jpg","nanodegreeAI Engineer using Microsoft AzureMaster the skills necessary to implement machine learning models, build end-to-end AI solutions, and manage continuous improvement of an Azure AI solution.Skills CoveredObject Detection,  Image Classification,  Form Recognition,  Facial Recognition,  Face Detection,  Azure Cognitive Services,  Microsoft Bot Framework,  Azure Conversational AI Agents,  Architecture Diagramming,  Requirements Gathering,  Intent Recognition,  Key Phrase Extraction,  Azure Form Recognizer,  Bounding BoxesPrerequisitesPython, Microsoft Azure, JSON and REST programming semanticsView more +Program DetailsDownload Syllabusadvanced3 MonthsIn collaboration with:MicrosoftProgram DetailsDownload SyllabusIn collaboration with:Microsoft","https://www.udacity.com/course/ai-engineer-using-microsoft-azure--nd073","null","null"
"1668875204-46742","https://www.udacity.com/courses/all?field=school-of-ai","AWS Machine Learning Foundations Course","Learn what machine learning is and the steps involved in building and evaluating models. Gain in demand skills needed at businesses working to solve challenges with AI.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-image-ud080.jpg","freeAWS Machine Learning Foundations CourseLearn what machine learning is and the steps involved in building and evaluating models. Gain in demand skills needed at businesses working to solve challenges with AI.Skills CoveredComputer vision,  Reinforcement learning,  Generative AI,  Machine Learning,  Object-oriented programmingView more +Program Detailsintermediate2 MonthsProgram Details","https://www.udacity.com/course/aws-machine-learning-foundations--ud065","null","null"
"1668875204-46743","https://www.udacity.com/courses/all?field=school-of-ai","Introduction to Machine Learning using Microsoft Azure","Gain a high-level introduction to the field of machine learning and prepare to use Azure Machine Learning Studio to train machine learning models. Plus, learn how to perform a variety of tasks on Azure Machine Learning labs — from data import, transformation and management to training, validating and evaluating models.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/4yoVIT9I95nGbaC6OiuBB0/9f91614281a1b4fabe12d7757ab6df12/cre-421-Catalog_Image.png","freeIntroduction to Machine Learning using Microsoft AzureGain a high-level introduction to the field of machine learning and prepare to use Azure Machine Learning Studio to train machine learning models. Plus, learn how to perform a variety of tasks on Azure Machine Learning labs — from data import, transformation and management to training, validating and evaluating models.Skills CoveredMachine Learning,  Azure,  Model Training,  Supervised & Unsupervised Learning,  Responsible AIView more +Program Detailsintermediate2 MonthsIn collaboration with:Microsoft AzureProgram DetailsIn collaboration with:Microsoft Azure","https://www.udacity.com/course/introduction-to-machine-learning-using-microsoft-azure--ud00333","null","null"
"1668875204-46744","https://www.udacity.com/courses/all?field=school-of-ai","AI Fundamentals","AI Fundamentals is an entry point into the world of AI using Microsoft's cloud-based solutions, such as Azure Machine Learning and Azure Cognitive Services.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/q3unRzYDQ2L9ixjTYbI2t/652f278d4788a5e37e6d776c9e68a4cf/cre-382-Catalog_Image.png","freeAI FundamentalsAI Fundamentals is an entry point into the world of AI using Microsoft's cloud-based solutions, such as Azure Machine Learning and Azure Cognitive Services.Skills CoveredArtificial Intelligence,  Machine Learning,  Azure,  Computer Vision,  Azure Cognitive Services,  Natural Language Processing,  Conversational AIView more +Program Detailsbeginner1 MonthIn collaboration with:Microsoft AzureProgram DetailsIn collaboration with:Microsoft Azure","https://www.udacity.com/course/ai-fundamentals--ud099","null","null"
"1668875204-46745","https://www.udacity.com/courses/all?field=school-of-ai","Linear Algebra Refresher Course","Learn linear algebra by doing: you will code your own library of linear algebra functions!","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud953_thumbnail.jpg","freeLinear Algebra Refresher CourseLearn linear algebra by doing: you will code your own library of linear algebra functions!Skills CoveredAlgebra, Python, Vectors, IntersectionsView more +Program Detailsintermediate4 MonthsProgram Details","https://www.udacity.com/course/linear-algebra-refresher-course--ud953","null","null"
"1668875204-46746","https://www.udacity.com/courses/all?field=school-of-ai","Machine Learning: Unsupervised Learning","Ever wonder how Netflix can predict what movies you'll like? Or how Amazon knows what you want to buy before you do? The answer can be found in Unsupervised Learning!","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud741_thumbnail.jpg","freeMachine Learning: Unsupervised LearningEver wonder how Netflix can predict what movies you'll like? Or how Amazon knows what you want to buy before you do? The answer can be found in Unsupervised Learning!Skills CoveredRandomized Optimization, Clustering, Feature Selection, Feature Transformation, Information TheoryView more +Program Detailsintermediate1 MonthIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/machine-learning-unsupervised-learning--ud741","null","null"
"1668875204-46747","https://www.udacity.com/courses/all?field=school-of-ai","Big Data Analytics in Healthcare","In this course, we introduce the characteristics of medical data and associated data mining challenges on dealing with such data. We cover various algorithms and systems.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud758_thumbnail.jpg","freeBig Data Analytics in HealthcareIn this course, we introduce the characteristics of medical data and associated data mining challenges on dealing with such data. We cover various algorithms and systems.Skills CoveredData Analytics, Health Care Applications, AlgorithmsView more +Program Detailsintermediate2 MonthsIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/big-data-analytics-in-healthcare--ud758","null","null"
"1668875204-46748","https://www.udacity.com/courses/all?field=school-of-ai","Intel® Edge AI Fundamentals with OpenVINO™","Stay at the cutting-edge of AI technology by gaining practical skills for deploying edge AI. Learn how to use the Intel Distribution of OpenVINO toolkit to deploy computer vision capabilities inside a range of edge applications.","https://d20vrrgs8k4bvw.cloudfront.net/images/scholarships/Intel+Edge+AI+Scholarship+Program_mobile.jpg","freeIntel® Edge AI Fundamentals with OpenVINO™Stay at the cutting-edge of AI technology by gaining practical skills for deploying edge AI. Learn how to use the Intel Distribution of OpenVINO toolkit to deploy computer vision capabilities inside a range of edge applications.Skills CoveredEdge AI, Intel OpenVINO, Computer Vision, Deep LearningView more +Program Detailsintermediate1 MonthProgram Details","https://www.udacity.com/course/intel-edge-AI-fundamentals-with-openvino--ud132","null","null"
"1668875204-46749","https://www.udacity.com/courses/all?field=school-of-ai","Artificial Intelligence","This course gives a survey of topics in AI along with in-depth foundational concepts such as classical search, probability, machine learning, logic and planning.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud954_thumbnail.jpg","freeArtificial IntelligenceThis course gives a survey of topics in AI along with in-depth foundational concepts such as classical search, probability, machine learning, logic and planning.Skills CoveredArtificial Intelligence, Probability, Bayesian Networks, Logic and Planning, Machine LearningView more +Program Detailsintermediate4 MonthsIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/artificial-intelligence--ud954","null","null"
"1668875204-46750","https://www.udacity.com/courses/all?field=school-of-ai","Secure and Private AI","Learn how to extend PyTorch with the tools necessary to train AI models that preserve user privacy.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud185_thumbnail.png","freeSecure and Private AILearn how to extend PyTorch with the tools necessary to train AI models that preserve user privacy.View more +Program Detailsadvanced2 MonthsIn collaboration with:Facebook AIProgram DetailsIn collaboration with:Facebook AI","https://www.udacity.com/course/secure-and-private-ai--ud185","null","null"
"1668875204-46751","https://www.udacity.com/courses/all?field=school-of-ai","Model Building and Validation","This course will teach you how to start from scratch in understanding and paying attention to what is important in the data and how to answer questions about data.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud919_thumbnail.jpg","freeModel Building and ValidationThis course will teach you how to start from scratch in understanding and paying attention to what is important in the data and how to answer questions about data.Skills CoveredQuestioning, Modeling, Validation, Data Analysis, QMV ProcessView more +Program Detailsadvanced8 WeeksIn collaboration with:AT&TProgram DetailsIn collaboration with:AT&T","https://www.udacity.com/course/model-building-and-validation--ud919","null","null"
"1668875204-46752","https://www.udacity.com/courses/all?field=school-of-ai","Data Visualization and D3.js","Learn the fundamentals of data visualization and apply design and narrative concepts to create your own visualization.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud507_thumbnail.jpg","freeData Visualization and D3.jsLearn the fundamentals of data visualization and apply design and narrative concepts to create your own visualization.Skills Coveredd3.js, Design of Visualizations, Data Visualization, Visual EncodingsView more +Program Detailsintermediate7 WeeksIn collaboration with:ZipfianProgram DetailsIn collaboration with:Zipfian","https://www.udacity.com/course/data-visualization-and-d3js--ud507","null","null"
